address	value
140537178	media\\gallery\\NoticeFrame.png
140537198	media\\gallery\\GalleryFrame.png
1405371b8	media\\gallery\\EnemyListWindow.png
1405371e0	media\\system\\DemoLogo.png
140537200	media\\system\\BetaLogo.png
140537220	media\\system\\DemoEnd.png
140537240	media\\system\\TitleMenu.png
140537260	media\\system\\Stand.png
140537278	media\\system\\TextBox.png
140537298	media\\system\\TextIcon.png
1405372b8	media\\system\\StageFrame.png
1405372d8	media\\system\\StageFrame2.png
1405372f8	media\\system\\ConfigMenu.png
140537318	media\\system\\ConfigMenu2.png
140537338	media\\system\\KeyConfigMenu.png
140537358	media\\system\\ConfigNumber.png
140537378	media\\system\\PracticeMenu.png
140537398	media\\system\\RankingNotice.png
1405373b8	media\\system\\KerPromotButton.png
1405373e0	media\\system\\KerboardPromot.png
140537400	media\\player\\Player.png
140537418	media\\player\\Item.png
140537430	media\\player\\PlayerFrame.png
140537450	media\\player\\State.png
140537468	media\\player\\PauseBack.png
140537488	media\\player\\PauseCount.png
1405374a8	media\\player\\DataWindow2.png
1405374c8	media\\effect\\Effect_s.png
1405374e8	media\\effect\\Effect_m.png
140537508	media\\effect\\Effect_l.png
140537528	media\\system\\Num_s.png
140537540	media\\system\\Num_m.png
140537558	media\\system\\Num_l.png
140537570	media\\player\\DreamGauge.png
140537590	media\\stage\\TutorialButton.png
1405375b0	media\\stage\\StageBack1.png
1405375d0	media\\stage\\StageBack1b.png
1405375f0	media\\stage\\StageBack1c.png
140537610	media\\stage\\StageBack1d.png
140537630	media\\stage\\StageBack2.png
140537650	media\\stage\\Enemy_s.png
140537668	media\\stage\\Enemy_m.png
140537680	media\\stage\\Enemy_l.png
140537698	media\\stage\\Enemy_xl.png
1405376b8	media\\stage\\EnemyGauge1.png
1405376d8	media\\stage\\Boss.png
1405376f0	media\\stage\\BossGauge.png
140537710	media\\stage\\BossName.png
140537730	media\\stage\\Bullet.png
140537748	media\\system\\Opening.png
140537768	media\\player\\Result.png
140537780	media\\player\\StageClear.png
1405377a0	media\\system\\Ending.png
1405377b8	media\\system\\Credit.png
1405377d0	media\\gallery\\NoticeText1.png
1405377f0	media\\gallery\\Achievement.png
140537810	media\\gallery\\EnemyList.png
140537830	media\\gallery\\EnemyListPic.png
140537850	media\\bgm\\Opening.ogg
140537868	media\\bgm\\Title.ogg
140537880	media\\bgm\\Tutorial.ogg
140537898	media\\bgm\\Gameover.ogg
1405378b0	media\\bgm\\Stage1.ogg
1405378c8	media\\bgm\\Stage2.ogg
1405378e0	media\\bgm\\Stage3.ogg
1405378f8	media\\bgm\\Stage4.ogg
140537910	media\\bgm\\Stage5.ogg
140537928	media\\bgm\\Stage6.ogg
140537940	media\\bgm\\Stage7.ogg
140537958	media\\bgm\\Stage8.ogg
140537970	media\\bgm\\Stage9.ogg
140537988	media\\bgm\\Stage10.ogg
1405379a0	media\\bgm\\Boss1.ogg
1405379b8	media\\bgm\\Boss2.ogg
1405379d0	media\\bgm\\Boss3.ogg
1405379e8	media\\bgm\\Boss4.ogg
140537a00	media\\bgm\\Boss5.ogg
140537a18	media\\bgm\\StageClear.ogg
140537a38	media\\bgm\\Ending.ogg
140537a50	media\\bgm\\Unlock.ogg
140537a68	media\\se\\Select.mp3
140537a80	media\\se\\Enter.wav
140537a98	media\\se\\Cancel.wav
140537ab0	media\\se\\Error.wav
140537ac8	media\\se\\Switch.wav
140537ae0	media\\se\\Text.wav
140537af8	media\\se\\Text2.wav
140537b10	media\\se\\Pose.wav
140537b28	media\\se\\Miss.wav
140537b40	media\\se\\Miss2.wav
140537b58	media\\se\\Extend.wav
140537b70	media\\se\\Shot1.wav
140537b88	media\\se\\Shot2.wav
140537ba0	media\\se\\BossSE2.wav
140537bb8	media\\se\\Shot4.wav
140537bd0	media\\se\\Shot5.wav
140537be8	media\\se\\BossSE4.wav
140537c00	media\\se\\Shothit.wav
140537c18	media\\se\\Shothit2.wav
140537c30	media\\se\\Bomb1.wav
140537c48	media\\se\\Bomb2.wav
140537c60	media\\se\\Bomb3.wav
140537c78	media\\se\\Bomb4.wav
140537c90	media\\se\\Bomb5.wav
140537ca8	media\\se\\Bomb6.wav
140537cc0	media\\se\\Bomb7.wav
140537cd8	media\\se\\Bomb8.wav
140537cf0	media\\se\\Item1.wav
140537d08	media\\se\\Item2.wav
140537d20	media\\se\\Item3.wav
140537d38	media\\se\\Guard.wav
140537d50	media\\se\\DreamPower.wav
140537d68	media\\se\\Fever1.wav
140537d80	media\\se\\Fever2.mp3
140537d98	media\\se\\Fever3.wav
140537db0	media\\se\\Fever4.wav
140537dc8	media\\se\\EnemyDown1.wav
140537de0	media\\se\\EnemyDown2.wav
140537df8	media\\se\\EnemyDown3.wav
140537e10	media\\se\\Blast1.wav
140537e28	media\\se\\Blast2.wav
140537e40	media\\se\\Bullet1.wav
140537e58	media\\se\\Bullet2.wav
140537e70	media\\se\\Graze.wav
140537e88	media\\se\\Alert.wav
140537ea0	media\\se\\BossLife.wav
140537eb8	media\\se\\BossApproach.wav
140537ed8	media\\se\\BossSE1.wav
140537ef0	media\\se\\BossSE3.wav
140537f08	media\\se\\BossSE5.wav
140537f20	media\\se\\BossSE6.wav
140537f38	media\\se\\BossSE7.wav
140537f50	media\\se\\BossSE8.wav
140537f68	media\\se\\BossSE9.wav
140537f80	media\\se\\BossSE10.wav
140537f98	media\\se\\BossSE11.wav
140537fb0	media\\se\\BossSE12.wav
140537fc8	media\\se\\BossSE13.wav
140537fe0	media\\se\\BossSE14.wav
140537ff8	media\\se\\BossSE15.wav
140538010	media\\se\\BossSE16.wav
140538028	media\\se\\BossSE17.wav
140538040	media\\se\\BossSE18.wav
140538058	media\\se\\BossSE19.wav
140538070	media\\se\\BossSE20.wav
140538088	media\\se\\BossWeaken.wav
1405380a0	media\\se\\Timer.wav
1405380b8	media\\se\\Bonus.wav
1405380d0	media\\se\\Notice.wav
1405380e8	media\\se\\Opening1.wav
140538100	media\\se\\Opening2.wav
140538118	Nyashi.ttf
140538150	save\\save.dat
140538168	save\\config.dat
140538178	media\\system\\Manual.png
140538190	media\\system\\ManualMenu.png
1405381b0	media\\system\\DifficultyTips.png
1405381d0	media\\system\\KerPromot.png
1405381f0	media\\player\\PauseMenu.png
140538210	media\\stage\\TutorialPanel.png
140538230	media\\player\\Unlock.png
140538248	media\\gallery\\NoticeText2.png
140538268	media\\gallery\\NoticeText3.png
140538288	media\\gallery\\GalleryPic.png
1405382a8	media\\system\\TitleMenu2.png
1405382c8	media\\system\\MenuTitle.png
1405382e8	media\\system\\EquipMenu.png
140538308	media\\system\\MapMenu.png
140538328	media\\system\\MapMenu2.png
140538348	media\\stage\\BossApproach1.png
140538368	media\\system\\Manual_eng.png
140538388	media\\system\\ManualMenu_eng.png
1405383a8	media\\system\\DifficultyTips_eng.png
1405383d0	media\\system\\KerPromot_eng.png
1405383f0	media\\player\\PauseMenu_eng.png
140538410	media\\stage\\TutorialPanel_eng.png
140538438	media\\player\\Unlock_eng.png
140538458	media\\gallery\\NoticeText2_eng.png
140538480	media\\gallery\\NoticeText3_eng.png
1405384a8	media\\gallery\\GalleryPic_eng.png
1405384d0	media\\system\\Manual_ch1.png
1405384f0	media\\system\\ManualMenu_ch1.png
140538510	media\\system\\DifficultyTips_ch1.png
140538538	media\\system\\KerPromot_ch1.png
140538558	media\\player\\PauseMenu_ch1.png
140538578	media\\stage\\TutorialPanel_ch1.png
1405385a0	media\\player\\Unlock_ch1.png
1405385c0	media\\gallery\\NoticeText2_ch1.png
1405385e8	media\\gallery\\NoticeText3_ch1.png
140538610	media\\gallery\\GalleryPic_ch1.png
140538638	media\\system\\TitleMenu2_ch1.png
140538658	media\\system\\MenuTitle_ch1.png
140538678	media\\system\\EquipMenu_ch1.png
140538698	media\\system\\MapMenu_ch1.png
1405386b8	media\\system\\MapMenu2_ch.png
1405386d8	media\\stage\\BossApproach1_ch1.png
140538700	media\\system\\Manual_ch2.png
140538720	media\\system\\ManualMenu_ch2.png
140538740	media\\system\\DifficultyTips_ch2.png
140538768	media\\system\\KerPromot_ch2.png
140538788	media\\player\\PauseMenu_ch2.png
1405387a8	media\\stage\\TutorialPanel_ch2.png
1405387d0	media\\player\\Unlock_ch2.png
1405387f0	media\\gallery\\NoticeText2_ch2.png
140538818	media\\gallery\\NoticeText3_ch2.png
140538840	media\\gallery\\GalleryPic_ch2.png
140538868	media\\system\\TitleMenu2_ch2.png
140538888	media\\system\\MenuTitle_ch2.png
1405388a8	media\\system\\EquipMenu_ch2.png
1405388c8	media\\system\\MapMenu_ch2.png
1405388e8	media\\stage\\BossApproach1_ch2.png
140538910	ChillRoundM.ttf
140538938	Failed to load file.
140538950	errer
140538958	Failed to initialize SteamAPI.
140538980	Fatal Error - Steam must be running to play this game (SteamAPI_Init() failed).\n
1405389d8	NowLoading...
1405389e8	VanillaFever11
1405389f8	LIKE DREAMER
140538c00	ACH_00
140538e00	Trial_Casual
140538e1e	Trial_Maniac
140538e3c	Trial_Expert
140538e5a	Trial_Nightmare
140538e78	Trial_Chaos
140538e96	Trial_CasualCM
140538eb4	Trial_ManiacCM
140538ed2	Trial_ExpertCM
140538ef0	Trial_NightmareCM
140538f0e	Trial_ChaosCM
140538f2c	Boss_Casual
140538f4a	Boss_Maniac
140538f68	Boss_Expert
140538f86	Boss_Nightmare
140538fa4	Boss_Chaos
140538fc2	Boss_CasualCM
140538fe0	Boss_ManiacCM
140538ffe	Boss_ExpertCM
14053901c	Boss_NightmareCM
14053903a	Boss_ChaosCM
140539058	All_Casual
140539076	All_Maniac
140539094	All_Expert
1405390b2	All_Nightmare
1405390d0	All_Chaos
1405390ee	All_CasualCM
14053910c	All_ManiacCM
14053912a	All_ExpertCM
140539148	All_NightmareCM
140539166	All_ChaosCM
140539184	Speedrun_Casual
1405391a2	Speedrun_Maniac
1405391c0	Speedrun_Expert
1405391de	Speedrun_Nightmare
1405391fc	Speedrun_Chaos
14053921a	Speedrun_CasualCM
140539238	Speedrun_ManiacCM
140539256	Speedrun_ExpertCM
140539274	Speedrun_NightmareCM
140539292	Speedrun_ChaosCM
1405392b0	Extra
1405392ce	Extra
1405392ec	Extra
14053930a	Extra
140539328	Extra
140539346	ExtraCM
140539364	ExtraCM
140539382	ExtraCM
1405393a0	ExtraCM
1405393be	ExtraCM
1405393e0	SteamUtils010
1405393f0	Ver 2.11
140539400	snap\\ss.dat
140539410	snap\\SS%d.png
140539420	Cannot find snap folder.
140539440	Failed to load the Steam leaderboard.
140539468	Alice
1405394a0	%3d. %s
1405394a8	%s %c%c%c%c  %12lld  %s  %04d/%02d/%02d
1405394d0	%s %c%c%c%c  %s      %s  %04d/%02d/%02d
140539500	replay\\LD_replay%02d.dat
140539520	Replay data not found.
1405395c0	Casual    
1405395d0	Maniac    
1405395e0	Expert    
1405395f0	Nightmare 
140539610	Extra     
140539650	Nightmare+
1405396d0	%s %s %c%c%c%c %s %s
1405396e8	%12lld
140539710	                    %c%c%c
140539738	Stage %d : %12lld
140539750	Stage %d : %s
140539760	Stage %d : ------------
140539778	Stage Ex : %12lld
140539790	%02d.%04d/%02d/%02d %02d:%02d %s %s %s %c%c%c%c %s %12lld %s
1405397d0	%02d.%04d/%02d/%02d %02d:%02d %s %s %s %c%c%c%c %s     %s %s
140539810	%02d.----------------------------------------------------------------
140539858	SteamUser021
140539868	STEAMUSERSTATS_INTERFACE_VERSION012
140539a20	Received stats and achievements from Steam\n
140539a60	RequestStats - failed, %d\n
140539a80	Stored stats for Steam\n
140539a98	StatsStored - failed, %d\n
140539ab8	Stored Achievement for Steam\n
140539bc8	SteamFriends017
140539c38	media\\text\\text01.csv
140539c50	media\\text\\text02.csv
140539c68	media\\text\\text03.csv
140539c80	media\\text\\text04.csv
140539c98	%d,%[^,],%[^,],%d
14053bedf	DABCDEFGHIJKLMNOP
1405409f4	.rdata
140540a40	.rdata$voltmd
140540b58	.data
140540b9c	.pdata
140540bac	_RDATA
14056b2f2	SteamAPI_RestartAppIfNecessary
14056b314	SteamAPI_Init
14056b324	SteamInternal_ContextInit
14056b340	SteamInternal_FindOrCreateUserInterface
14056b36a	SteamAPI_UnregisterCallback
14056b388	SteamAPI_Shutdown
14056b39c	SteamAPI_GetHSteamUser
14056b3b6	SteamAPI_RegisterCallback
14056b3d2	SteamAPI_RunCallbacks
14056b3ea	SteamAPI_RegisterCallResult
14056b408	SteamAPI_UnregisterCallResult
14056b426	steam_api64.dll
14056b438	OutputDebugStringA
14056b44e	Sleep
14056b454	KERNEL32.dll
14056b464	MessageBoxA
14056b470	USER32.dll
14056b47e	AddFontResourceExA
14056b492	GDI32.dll
14056b49e	FreeLibrary
14056b4ac	GetProcAddress
14056b4be	LoadLibraryA
14056b4ce	LoadLibraryW
14056b4de	CreateFileW
14056b4ec	ReadFile
14056b4f8	WriteFile
14056b504	CloseHandle
14056b512	GetLastError
14056b522	LocalAlloc
14056b530	LocalFree
14056b53c	WideCharToMultiByte
14056b552	ExitProcess
14056b560	RtlCaptureContext
14056b574	RtlLookupFunctionEntry
14056b58e	RtlVirtualUnwind
14056b5a2	UnhandledExceptionFilter
14056b5be	SetUnhandledExceptionFilter
14056b5dc	GetCurrentProcess
14056b5f0	TerminateProcess
14056b604	IsProcessorFeaturePresent
14056b620	QueryPerformanceCounter
14056b63a	GetCurrentProcessId
14056b650	GetCurrentThreadId
14056b666	GetSystemTimeAsFileTime
14056b680	InitializeSListHead
14056b696	IsDebuggerPresent
14056b6aa	GetStartupInfoW
14056b6bc	GetModuleHandleW
14056b6d0	RtlUnwindEx
14056b6de	RtlPcToFileHeader
14056b6f2	RaiseException
14056b704	SetLastError
14056b714	EncodePointer
14056b724	RtlUnwind
14056b730	EnterCriticalSection
14056b748	LeaveCriticalSection
14056b760	DeleteCriticalSection
14056b778	InitializeCriticalSectionAndSpinCount
14056b7a0	TlsAlloc
14056b7ac	TlsGetValue
14056b7ba	TlsSetValue
14056b7c8	TlsFree
14056b7d2	LoadLibraryExW
14056b7e4	GetModuleHandleExW
14056b7fa	GetStdHandle
14056b80a	GetModuleFileNameW
14056b820	HeapFree
14056b82c	HeapAlloc
14056b838	GetFileType
14056b846	GetConsoleOutputCP
14056b85c	GetConsoleMode
14056b86e	GetFileSizeEx
14056b87e	SetFilePointerEx
14056b892	ReadConsoleW
14056b8a2	FlsAlloc
14056b8ae	FlsGetValue
14056b8bc	FlsSetValue
14056b8ca	FlsFree
14056b8d4	CompareStringW
14056b8e6	LCMapStringW
14056b8f6	GetTimeZoneInformation
14056b910	HeapReAlloc
14056b91e	FlushFileBuffers
14056b932	MultiByteToWideChar
14056b948	FindClose
14056b954	FindFirstFileExW
14056b968	FindNextFileW
14056b978	IsValidCodePage
14056b98a	GetACP
14056b994	GetOEMCP
14056b9a0	GetCPInfo
14056b9ac	GetCommandLineA
14056b9be	GetCommandLineW
14056b9d0	GetEnvironmentStringsW
14056b9ea	FreeEnvironmentStringsW
14056ba04	SetEnvironmentVariableW
14056ba1e	SetStdHandle
14056ba2e	GetStringTypeW
14056ba40	GetProcessHeap
14056ba52	HeapSize
14056ba5e	SetEndOfFile
14056ba6e	WriteConsoleW
14056ba7e	SetWindowPos
14056ba8e	GetAsyncKeyState
14056baa2	GetWindowRect
14056bab2	CallNextHookEx
14056bac4	GetFocus
14056bad0	RegCloseKey
14056badc	ADVAPI32.dll
14056c5c0	EQQAAAPhAAABEEAAD9Qk0+EAD9CAA+AAAAKAAAAID9AAwB/QACAf0QGP14AP/9AAH///2oH/2kPwCAAoB8HDoQRIIg/hgQMP0ID4IiRihEghCAIBAIAAC8eoACIIIoqkQQQP0ID8KG/QAPRKooCCD9CA+CgoB8IIJEkhAIEP0YD8CA/QAPKBQI/TgPgpJEJARAEAT9AD+igv6CgpKCQgKAEAL9AF+cfP0AH4KC/v0IH/0AACD9GAb9AD/9OAD9+A9M/UAPGBAwMv3xAAE2+Dw+PCB8ghAwhBCSgjgATIRCQkIggoIQSIgQkoJEAISCgIKAIAKCEISQEJKCgv0YDzqCEASg/SgP/iBGghAEwP0oD4L9AD/9GA9ExEJGRCCGxP0gLzy4PDo4/nq4EASQEJLERP0BvQkCACAAgAAMiBBsuDj9KA8Q/QACAAAE/SgPBP0IDwj9KC/9EA8Q/QgPEv0JAwr9AA/9ABkCAAz9CA/9BAEAgDqCOBA4EESCEP44EDgA/oBEhEQQRP0AD/0R/wGAioSCEIIoRP0h/wGAkogC/SAP/v0AD4L9CA+qKBD9EQ8CgIKQ/WAPBBCCRKoQEBD9CC/4gqA4/SAP/QAfhIL8QP0ADygoCCAo/QkvAoKA/XAPgpJERAQgRP1oD0QAhESCQv0AD4KCAiCCCCgA+Dj8PP0JXwKC/jiCOP0ZKAv9uAA6gvw4+P6AOII4MIL+kkI4TIKCRISAgESCEEiCgJJGRJ6C/QBxgIKCEISEgJJGgrL9QA+qSoKi/TAPiP0ID/79AR8C/QgPkP0QH4T9AA+eghCEoP0QD/iAgv7+gP4QBMCAqlKCokT9CB+A/QFPAv0YD/0AT/0AD5D9AA+e/TAPiP0AD4L9EA/9AV8CiICqYoJEKIT9GK8EhIDGYkQ4EPg4+P79APsegoCCQjj92P4A/jj+/gT+/hD+/gAgAgBAEMIQgAIEAoIQggIAIAQAIP04DzAwCAAQAKL9OA8QAAj9OA8AACB8BBCiEEAC/gKCCP0AD0AAAhCSECAChP0YDyB8BAiSEBD+hP7+CP7+/Qg/BJIQCAKEgIAEgoL9CF9CihAE/RgP/QH7AiCCihAC/QAPAv0ADwIAQIKKEIL9AA+C/QAPAAAAgoYw/UgPRP0AyYT+/QAA/QgP/en/AAAQAEQQgAAACCD9GXcEEABEfI5yABAQ/QgPQP0AU5JKjP0IDzAAMP0IDxJOjAAgCP0IDyAAEAD+EiD9AA/9ACEA/QAPRBIgkgAgCFT9EZ4D/QAPEFIAIAj9CYwC/QgPfBAg/QAvfAB8AP0BUgFEkAgw/SAf/RgPSP0gPwT9AF+Q5IT9IF8EABBERJKkhCD9CA39ARIBEGZEfOKEMP1ADxACeDD9AM/9hBAA
14056cdd0	TRUEVISION-XFILE.
14056d890	DXBDXARC
14056d971	 !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLM
14056da20	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/
140574312	TRUEVISION-XFILE.
14057436a	TRUEVISION-XFILE.
14057441a	TRUEVISION-XFILE.
1405744ca	TRUEVISION-XFILE.
14057457a	TRUEVISION-XFILE.
1407c72ba	abcdefghijklmnopqrstuvwxyz
1407c72da	ABCDEFGHIJKLMNOPQRSTUVWXYZ
1407c74e1	abcdefghijklmnopqrstuvwxyz
1407c7501	ABCDEFGHIJKLMNOPQRSTUVWXYZ
1407cc7d0	.?AVD_IUnknown@@
1407cc7f8	.?AVD_IXAudio2VoiceCallback@@
1407cc828	.?AVD_IMMNotificationClient@@
1407cc858	.?AVD_CMMNotificationClient@DxLib@@
1407cc890	.?AUSOUNDBUFFER_CALLBACK@DxLib@@
1407cc8c8	.?AVD_ITfUIElementSink@@
1407cc8f8	.?AVDX_UIElementSink@DxLib@@
1407cc928	.?AVD_csmString@@
1407cc950	.?AV?$D_csmVector@VD_csmString@@@@
1407cc988	.?AVD_JsonValue@@
1407cc9b0	.?AVD_JsonError@@
1407cc9d8	.?AVD_JsonString@@
1407cca00	.?AVD_JsonNullValue@@
1407cca28	.?AVD_JsonBoolean@@
1407cca50	.?AV?$D_csmVector@UStored@D_CubismRenderState_DxLib@@@@
1407cca98	.?AVD_IPersist@@
1407ccac0	.?AVD_IDispatch@@
1407ccae8	.?AVD_IMFByteStream@@
1407ccb10	.?AVD_IBaseFilter@@
1407ccb38	.?AVD_IMediaFilter@@
1407ccb60	.?AVD_IEnumMediaTypes@@
1407ccb88	.?AVD_IPin@@
1407ccba8	.?AVD_IEnumPins@@
1407ccbd0	.?AVD_IMediaSample@@
1407ccbf8	.?AVD_IMediaSample2@@
1407ccc20	.?AVD_IMemAllocator@@
1407ccc48	.?AVD_IMemAllocatorCallbackTemp@@
1407ccc80	.?AVD_IMemInputPin@@
1407ccca8	.?AVD_IQualityControl@@
1407cccd0	.?AVD_IQualProp@@
1407cccf8	.?AVD_IMediaSeeking@@
1407ccd20	.?AVD_IMediaPosition@@
1407ccd48	.?AVD_IAMovieSetup@@
1407ccd70	.?AUD_INonDelegatingUnknown@@
1407ccda0	.?AVD_CUnknown@@
1407ccdc8	.?AVD_CBaseObject@@
1407ccdf0	.?AVD_CBaseFilter@@
1407cce18	.?AVD_CBasePin@@
1407cce40	.?AVD_CEnumPins@@
1407cce68	.?AVD_CBaseInputPin@@
1407cce90	.?AVD_CRendererInputPin@@
1407ccec0	.?AVD_CBaseRenderer@@
1407ccee8	.?AVD_CMediaPosition@@
1407ccf10	.?AVD_CPosPassThru@@
1407ccf38	.?AVD_CRendererPosPassThru@@
1407ccf68	.?AVD_CBaseVideoRenderer@@
1407ccf98	.?AVD_CEnumMediaTypes@@
1407ccfc0	.?AVD_CMovieRender@@
1407ccfe8	.?AVD_CBaseOutputPin@@
1407cd010	.?AVD_CTransformInputPin@@
1407cd040	.?AVD_CTransformFilter@@
1407cd070	.?AVD_CTransformOutputPin@@
1407cd0a0	.?AVD_CWavDestOutputPin@@
1407cd0d0	.?AVD_CWavDestFilter@@
1407cd0f8	.?AVD_CMediaSample@@
1407cd120	.?AVD_CBaseAllocator@@
1407cd148	.?AVD_CCritSec@@
1407cd170	.?AVD_CMemAllocator@@
1407cd198	.?AVD_CAsyncStream@@
1407cd1c0	.?AVD_CMemStream@@
1407cd1e8	.?AVD_IAsyncReader@@
1407cd210	.?AVD_CAsyncOutputPin@@
1407cd238	.?AVD_CAsyncReader@@
1407cd260	.?AVD_CMemReader@@
1407cd288	.?AVD_CTransInPlaceInputPin@@
1407cd2b8	.?AVD_CTransInPlaceFilter@@
1407cd2e8	.?AVD_CTransInPlaceOutputPin@@
1407cd318	.?AVD_IGrabberSample@@
1407cd340	.?AVD_CSampleGrabberInPin@@
1407cd370	.?AVD_CSampleGrabber@@
1407cd398	.?AVD_CSampleGrabberAllocator@@
1407cd3c8	.?AVD_SoundConvertMFByteStream@@
1407cd400	.?AVD_btCollisionObject@@
1407cd430	.?AVD_btRigidBody@@
1407cd458	.?AVbad_alloc@std@@
1407cd480	.?AVexception@std@@
1407cd4a8	.?AVbad_array_new_length@std@@
1407cd4d8	.?AVbad_exception@std@@
1407cd500	.?AVtype_info@@
1407cd520	.?AV?$CCallback@VCSteamAchievements@@UUserAchievementStored_t@@$0A@@@
1407cd580	.?AV?$CCallback@VCSteamAchievements@@UUserStatsReceived_t@@$0A@@@
1407cd5d8	.?AV?$CCallbackImpl@$0BA@@@
1407cd608	.?AVCCallbackBase@@
1407cd630	.?AV?$CCallbackImpl@$0JI@@@
1407cd660	.?AV?$CCallback@VCSteamAchievements@@UUserStatsStored_t@@$0A@@@
1407cd6b0	.?AV?$CCallbackImpl@$0BI@@@
1407cd6e0	.?AV?$CCallResult@VCSteamLeaderboards@@ULeaderboardScoreUploaded_t@@@@
1407cd740	.?AV?$CCallResult@VCSteamLeaderboards@@ULeaderboardScoresDownloaded_t@@@@
1407cd7a0	.?AV?$CCallResult@VCSteamLeaderboards@@ULeaderboardFindResult_t@@@@
140eef928	GroupIcon
140eef940	<?xml version='1.0' encoding='UTF-8' standalone='yes'?>\r\n<assembly xmlns='urn:schemas-microsoft-com:asm.v1' manifestVersion='1.0'>\r\n  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v3">\r\n    <security>\r\n      <requestedPrivileges>\r\n        <requestedExecutionLevel level='asInvoker' uiAccess='false' />\r\n      </requestedPrivileges>\r\n    </security>\r\n  </trustInfo>\r\n</assembly>\r\n
ff000002d0	
ff000002ee	
ff00001268	
ff00001710	00000000-0000-0000-0000-000000000000
